Year,Month,Day,Average of 5 cm,Average of 10 cm,Average of 20 cm,Average of 30 cm,Average of 40 cm,Average of 50 cm,Average of 60 cm,Average of 80 cm,Average of 100 cm,Average of 125 cm,Average of 150 cm,Average of 175 cm,Average of 200 cm,Average of 225 cm
2015,11,7,4.936291667,5.78975,7.003708333,8.083375,8.90125,9.479583333,9.952083333,10.58833333,10.96583333,11.285,11.46333333,11.5225,11.5475,11.39
2015,11,8,5.530916667,6.074916667,6.920791667,7.80775,8.582083333,9.195416667,9.73125,10.43791667,10.86125,11.19666667,11.38458333,11.45583333,11.48916667,11.34208333
2015,11,9,6.204208333,6.488416667,7.065875,7.771333333,8.438333333,9.008333333,9.539166667,10.27916667,10.74958333,11.11708333,11.32083333,11.39958333,11.43375,11.30041667
2015,11,10,7.389208333,7.49575,7.695708333,8.047375,8.48125,8.9275,9.399166667,10.10958333,10.59166667,10.98166667,11.20458333,11.30458333,11.37083333,11.24583333
2015,11,11,5.502083333,6.424958333,7.388125,8.041041667,8.515833333,8.906666667,9.300416667,9.985416667,10.45791667,10.86166667,11.08916667,11.19541667,11.30875,11.185
2015,11,12,4.085458333,5.142458333,6.435166667,7.479083333,8.23,8.765833333,9.220833333,9.910416667,10.36875,10.78083333,11.02333333,11.14416667,11.25625,11.14541667
2015,11,13,2.883708333,4.031041667,5.53475,6.834708333,7.811916667,8.508333333,9.08125,9.87125,10.35458333,10.77791667,11.03833333,11.17,11.26083333,11.17125
2015,11,14,4.233041667,4.689416667,5.529083333,6.523041667,7.427916667,8.162083333,8.814583333,9.679166667,10.21791667,10.65916667,10.93333333,11.07,11.18291667,11.10625
2015,11,15,5.461458333,5.539708333,5.959916667,6.644291667,7.35375,7.99575,8.6225,9.501666667,10.08875,10.57125,10.865,11.02166667,11.12791667,11.0625
2015,11,16,8.010708333,7.551583333,7.220416667,7.272958333,7.567208333,7.985666667,8.48625,9.28625,9.882083333,10.38625,10.68791667,10.8525,11.01958333,10.95375
2015,11,17,7.6825,7.847958333,7.884791667,7.89075,7.994875,8.210416667,8.534166667,9.199583333,9.750833333,10.2625,10.58458333,10.77375,10.97041667,10.91166667
2015,11,18,5.7825,6.494583333,7.231708333,7.729833333,8.086916667,8.36,8.645416667,9.214166667,9.702083333,10.20125,10.53791667,10.74166667,10.93416667,10.8925
2015,11,19,2.148333333,3.735666667,5.645208333,6.882208333,7.704333333,8.212708333,8.605416667,9.244583333,9.6875,10.15041667,10.4825,10.69666667,10.91333333,10.88041667
2015,11,20,1.418333333,2.598,4.315291667,5.768791667,6.928708333,7.732166667,8.35625,9.205416667,9.67625,10.13166667,10.46166667,10.67833333,10.88666667,10.86791667
2015,11,21,0.24475,1.502791667,3.3265,4.892166667,6.203541667,7.166583333,7.949916667,9.022083333,9.588333333,10.07791667,10.40916667,10.63125,10.8275,10.82458333
2015,11,22,-0.337125,0.745583333,2.510791667,4.119583333,5.538833333,6.621083333,7.533,8.74875,9.42625,9.97125,10.32208333,10.54625,10.75166667,10.7625
2015,11,23,-0.022375,0.833,2.269833333,3.706375,5.067,6.171958333,7.154791667,8.472083333,9.25625,9.874583333,10.26208333,10.51291667,10.705,10.72708333
2015,11,24,0.353166667,1.072041667,2.2835,3.5365,4.767666667,5.816375,6.788375,8.157083333,9.022916667,9.715833333,10.14833333,10.41583333,10.6375,10.6625
2015,11,25,0.911416667,1.472708333,2.435583333,3.493916667,4.579833333,5.539833333,6.468958333,7.854166667,8.764166667,9.5175,9.98125,10.27708333,10.55416667,10.57958333
2015,11,26,-0.059625,0.9585,2.244541667,3.368416667,4.435416667,5.343916667,6.228291667,7.638333333,8.571666667,9.380833333,9.889166667,10.20833333,10.50583333,10.54416667
2015,11,27,-1.541291667,-0.073208333,1.585125,2.946333333,4.171916667,5.160916667,6.072416667,7.5095,8.4575,9.3075,9.86625,10.22125,10.49458333,10.55708333
2015,11,28,-1.776125,-0.51125,1.11325,2.524916667,3.827875,4.884458333,5.853541667,7.30525,8.273333333,9.1525,9.744166667,10.12666667,10.41666667,10.49875
2015,11,29,-1.332458333,-0.60075,0.851708333,2.21375,3.504041667,4.576208333,5.571208333,7.044041667,8.046875,8.953333333,9.573333333,9.982916667,10.31625,10.41458333
2015,11,30,-0.219625,-0.101,0.914833333,2.105875,3.302375,4.33825,5.3295,6.804333333,7.838833333,8.774583333,9.417916667,9.852916667,10.22041667,10.33
2015,12,1,-0.090125,0.042416667,1.004208333,2.079416667,3.184416667,4.166166667,5.12975,6.605125,7.659375,8.628333333,9.30125,9.755416667,10.14458333,10.27458333
2015,12,2,-0.130333333,0.181416667,1.096291667,2.092541667,3.131208333,4.065666667,5.002208333,6.501708333,7.564666667,8.56375,9.275833333,9.768333333,10.1325,10.28666667
2015,12,3,-0.216375,0.257041667,1.160208333,2.1095,3.088916667,3.970416667,4.863083333,6.317625,7.373,8.391666667,9.1225,9.630833333,10.04041667,10.21208333
2015,12,4,-0.160291667,0.306333333,1.198083333,2.125125,3.072541667,3.921958333,4.783083333,6.169125,7.210041667,8.232916667,8.982083333,9.51625,9.944583333,10.1375
2015,12,5,0.06775,0.467416667,1.274125,2.145875,3.045583333,3.861083333,4.685583333,6.0035,7.022875,8.0345,8.79125,9.342083333,9.82125,10.02
2015,12,6,-0.134625,0.430208333,1.2845,2.144166667,3.028416667,3.826583333,4.637,5.958666667,6.976,7.996666667,8.77,9.332916667,9.789166667,10.01791667
2015,12,7,-0.03075,0.470375,1.301625,2.1465,3.010625,3.785958333,4.569916667,5.832083333,6.819583333,7.82475,8.600416667,9.185833333,9.683333333,9.925
2015,12,8,0.007875,0.509333333,1.306208333,2.118708333,2.953791667,3.703375,4.463416667,5.71375,6.686666667,7.689333333,8.470833333,9.064166667,9.570833333,9.822083333
2015,12,9,-0.009625,0.496083333,1.312291667,2.124208333,2.947333333,3.679833333,4.425416667,5.63175,6.593208333,7.586083333,8.365833333,8.9675,9.491666667,9.7675
2015,12,10,0.686791667,0.897208333,1.446375,2.156375,2.935833333,3.6555,4.384708333,5.549958333,6.492125,7.474125,8.255416667,8.869166667,9.404583333,9.687083333
2015,12,11,0.961041667,1.205041667,1.682416667,2.266041667,2.941583333,3.602125,4.296583333,5.454666667,6.384291667,7.355541667,8.130708333,8.739583333,9.305833333,9.598333333
2015,12,12,1.240916667,1.491125,1.922541667,2.432708333,3.024958333,3.628583333,4.279,5.394041667,6.3025,7.26375,8.037083333,8.651666667,9.225416667,9.530416667
2015,12,13,1.401166667,1.656541667,2.102083333,2.588833333,3.137208333,3.695833333,4.299875,5.355666667,6.235875,7.181958333,7.953875,8.575,9.145,9.46625
2015,12,14,1.374916667,1.744333333,2.258916667,2.73325,3.243083333,3.762833333,4.325875,5.327125,6.166291667,7.087333333,7.850291667,8.466666667,9.062916667,9.38625
2015,12,15,0.749791667,1.266083333,2.029208333,2.655583333,3.244083333,3.790958333,4.346291667,5.32925,6.136375,7.032791667,7.785375,8.402916667,8.997916667,9.333333333
2015,12,16,0.656125,1.114958333,1.840875,2.488875,3.122041667,3.709708333,4.292708333,5.296916667,6.082,6.9515,7.688458333,8.309583333,8.915833333,9.255416667
2015,12,17,0.541875,1.002291667,1.732916667,2.391666667,3.032416667,3.637708333,4.234875,5.274125,6.057416667,6.911291667,7.63825,8.257083333,8.8575,9.206666667
2015,12,18,0.102666667,0.690791667,1.534708333,2.250083333,2.926083333,3.552208333,4.169916667,5.262125,6.045291667,6.890458333,7.611208333,8.23125,8.82625,9.17875
2015,12,19,-0.877625,0.043041667,1.125833333,1.973041667,2.735833333,3.421708333,4.072208333,5.18925,5.988583333,6.842458333,7.567666667,8.177166667,8.736666667,9.10625
2015,12,20,-0.691291667,-0.069,0.919166667,1.77325,2.563541667,3.288333333,3.970708333,5.077958333,5.880791667,6.729083333,7.436583333,8.041666667,8.645,9.010416667
2015,12,21,-0.927916667,-0.222416667,0.761125,1.601833333,2.388208333,3.122375,3.820708333,4.974916667,5.800583333,6.660125,7.372125,7.975,8.57375,8.940416667
2015,12,22,-0.853791667,-0.3025,0.6625,1.498833333,2.287083333,3.026291667,3.73875,4.885333333,5.737125,6.616625,7.343791667,7.952458333,8.50875,8.887916667
2015,12,23,-0.821833333,-0.283916667,0.611625,1.411583333,2.174833333,2.902041667,3.607708333,4.772875,5.625291667,6.505291667,7.228916667,7.838958333,8.445,8.815
2015,12,24,-1.605625,-0.655541667,0.458625,1.305583333,2.087541667,2.821875,3.537666667,4.7415,5.603833333,6.494458333,7.228166667,7.8515,8.441666667,8.823333333
2015,12,25,-1.427833333,-0.784958333,0.293458333,1.163041667,1.960583333,2.70175,3.419208333,4.596333333,5.470125,6.373333333,7.113916667,7.731041667,8.325416667,8.710833333
2015,12,26,-2.361541667,-1.228666667,0.107916667,0.997708333,1.799583333,2.54975,3.272125,4.518416667,5.389333333,6.290583333,7.027166667,7.648333333,8.292083333,8.669583333
2015,12,27,-3.948583333,-2.364541667,-0.289083333,0.749541667,1.634,2.426833333,3.177541667,4.482833333,5.368125,6.286208333,7.037416667,7.668833333,8.275416667,8.673333333
2015,12,28,-4.089291667,-2.832458333,-0.722833333,0.451708333,1.414166667,2.262916667,3.049125,4.342791667,5.247708333,6.180291667,6.940833333,7.580541667,8.174583333,8.577083333
2015,12,29,-2.801333333,-2.136833333,-0.836708333,0.248291667,1.205208333,2.076291667,2.892625,4.190333333,5.112458333,6.052416667,6.815416667,7.452375,8.0825,8.485
2015,12,30,-2.691083333,-2.0275,-0.881916667,0.108416667,1.036208333,1.90475,2.7415,4.087791667,5.031375,5.985875,6.762916667,7.420291667,8.04875,8.453333333
2015,12,31,-3.16025,-2.414708333,-1.080416667,-0.039708333,0.892,1.765458333,2.611,3.976958333,4.95125,5.930583333,6.726875,7.385208333,7.993416667,8.41625
2016,1,1,-2.739125,-2.151125,-1.080708333,-0.114416667,0.803541667,1.674833333,2.528875,3.875291667,4.858291667,5.851916667,6.661041667,7.331125,7.944083333,8.37625
2016,1,2,-2.841708333,-2.263666667,-1.176,-0.214666667,0.694458333,1.558291667,2.416916667,3.758041667,4.759208333,5.775791667,6.600083333,7.278416667,7.875958333,8.317083333
2016,1,3,-2.367666667,-1.885416667,-1.074208333,-0.259,0.603583333,1.443125,2.2905,3.634458333,4.636083333,5.665083333,6.498791667,7.190875,7.812875,8.25125
2016,1,4,-3.449125,-2.673333333,-1.372416667,-0.391541667,0.492,1.325708333,2.1605,3.508416667,4.510208333,5.546583333,6.391583333,7.092375,7.73975,8.185833333
2016,1,5,-3.054125,-2.534666667,-1.469625,-0.485083333,0.396166667,1.234416667,2.070541667,3.38925,4.395666667,5.435416667,6.288291667,6.994916667,7.6595,8.1125
2016,1,6,-1.978791667,-1.772583333,-1.21925,-0.4935,0.322416667,1.13475,1.9615,3.2615,4.273791667,5.319708333,6.174666667,6.878041667,7.568125,8.025041667
2016,1,7,-1.526541667,-1.392083333,-1.011708333,-0.445958333,0.298791667,1.065833333,1.865875,3.159416667,4.168083333,5.216541667,6.075666667,6.78875,7.500833333,7.960875
2016,1,8,-1.557708333,-1.341375,-0.937583333,-0.433083333,0.271375,0.999583333,1.768541667,3.084291667,4.082375,5.133125,5.995208333,6.723208333,7.446458333,7.91025
2016,1,9,-2.389583333,-1.856666667,-1.089291667,-0.47475,0.2345,0.952833333,1.706833333,3.066916667,4.050291667,5.097958333,5.967208333,6.706166667,7.423083333,7.90125
2016,1,10,-3.590416667,-2.76025,-1.493166667,-0.607958333,0.158875,0.898208333,1.65,3.02375,4.001166667,5.051916667,5.924375,6.662125,7.36325,7.85675
2016,1,11,-3.828791667,-3.065291667,-1.788208333,-0.766958333,0.046375,0.815166667,1.580916667,2.918541667,3.882041667,4.921666667,5.799291667,6.548125,7.267083333,7.754708333
2016,1,12,-4.842,-3.809416667,-2.173125,-0.963,-0.068666667,0.738,1.53525,2.908208333,3.879166667,4.915166667,5.785625,6.531333333,7.254666667,7.753791667
2016,1,13,-3.997,-3.424375,-2.2595,-1.124125,-0.178916667,0.65925,1.486625,2.798208333,3.780458333,4.818583333,5.697208333,6.449125,7.152041667,7.667875
2016,1,14,-2.934583333,-2.632541667,-1.938333333,-1.141375,-0.301541667,0.509666667,1.327083333,2.639125,3.624041667,4.667833333,5.544291667,6.293541667,7.038875,7.545041667
2016,1,15,-2.969541667,-2.552166667,-1.839208333,-1.152041667,-0.393208333,0.387666667,1.190083333,2.581041667,3.576708333,4.630375,5.507875,6.261625,7.012916667,7.524291667
2016,1,16,-3.724625,-3.056833333,-2.042375,-1.2295,-0.450083333,0.330666667,1.125791667,2.539958333,3.535166667,4.590333333,5.471458333,6.237458333,6.982625,7.504041667
2016,1,17,-4.835916667,-3.955333333,-2.5445,-1.465958333,-0.576291667,0.246,1.060333333,2.500833333,3.507291667,4.58125,5.475958333,6.243,6.93525,7.47725
2016,1,18,-4.405375,-3.794166667,-2.663666667,-1.62525,-0.700625,0.143125,0.969958333,2.349291667,3.351541667,4.419125,5.31475,6.088208333,6.827291667,7.358583333
2016,1,19,-4.372666667,-3.78475,-2.712291667,-1.737916667,-0.838125,0.018916667,0.856166667,2.238041667,3.252375,4.330958333,5.2305,6.00275,6.743083333,7.281
2016,1,20,-3.495291667,-3.175208333,-2.465208333,-1.682833333,-0.873541667,-0.03425,0.8005,2.126833333,3.1495,4.22975,5.138375,5.914,6.660958333,7.203416667
2016,1,21,-3.009541667,-2.718791667,-2.166333333,-1.561666667,-0.878291667,-0.0925,0.718875,2.047583333,3.065416667,4.144125,5.045833333,5.8305,6.614541667,7.15675
2016,1,22,-3.647875,-3.123916667,-2.286916667,-1.590125,-0.909125,-0.143333333,0.646791667,1.992833333,3.0105,4.09775,5.011333333,5.802541667,6.574875,7.130291667
2016,1,23,-3.316208333,-2.997041667,-2.309666667,-1.613291667,-0.912583333,-0.146875,0.637875,1.913458333,2.928166667,4.01975,4.945333333,5.734125,6.497666667,7.059375
2016,1,24,-2.531833333,-2.391125,-2.01225,-1.509416667,-0.910583333,-0.188166667,0.574708333,1.815375,2.8185,3.901333333,4.820416667,5.615125,6.404708333,6.965541667
2016,1,25,-2.349875,-2.19275,-1.829416667,-1.388708333,-0.858041667,-0.182375,0.549291667,1.770458333,2.765041667,3.845375,4.768458333,5.566833333,6.354583333,6.923
2016,1,26,-2.178125,-2.027125,-1.692791667,-1.288708333,-0.794083333,-0.154708333,0.547708333,1.730041667,2.707166667,3.783125,4.704625,5.507291667,6.300916667,6.873625
2016,1,27,-1.674833333,-1.779708333,-1.594791667,-1.215916667,-0.7345,-0.117333333,0.564458333,1.692416667,2.651083333,3.714333333,4.6395,5.446083333,6.224958333,6.811333333
2016,1,28,-0.944166667,-0.987833333,-1.125708333,-1.02275,-0.664,-0.108791667,0.535166667,1.645833333,2.577458333,3.624958333,4.537541667,5.345041667,6.159833333,6.739791667
2016,1,29,-1.379875,-1.260125,-1.067041667,-0.876458333,-0.548333333,-0.027166667,0.58275,1.633458333,2.555375,3.595541667,4.514,5.317625,6.095916667,6.68875
2016,1,30,-0.751583333,-0.797875,-0.848208333,-0.73925,-0.437708333,0.05325,0.6285,1.621125,2.511416667,3.527125,4.432041667,5.234875,6.032958333,6.6255
2016,1,31,-1.711083333,-1.341166667,-0.9545,-0.712125,-0.37775,0.11575,0.681416667,1.683208333,2.557291667,3.563541667,4.471541667,5.273708333,6.02275,6.628041667
2016,2,1,-1.272333333,-1.184708333,-0.965458333,-0.694291667,-0.334458333,0.153375,0.703666667,1.664708333,2.512041667,3.495458333,4.389958333,5.184666667,5.954,6.564166667
2016,2,2,-1.408583333,-1.130708333,-0.906791667,-0.684583333,-0.337291667,0.134208333,0.66375,1.605375,2.423041667,3.375333333,4.2415,5.037375,5.851541667,6.4475
2016,2,3,-3.059416667,-2.3835,-1.427041667,-0.823875,-0.350916667,0.156083333,0.695541667,1.653208333,2.456833333,3.402125,4.269875,5.064666667,5.83125,6.440666667
2016,2,4,-2.46775,-2.149375,-1.545,-0.956791667,-0.418708333,0.122125,0.682875,1.633208333,2.423958333,3.348125,4.197083333,4.973583333,5.774416667,6.37775
2016,2,5,-2.77125,-2.41575,-1.711166667,-1.064041667,-0.491208333,0.083333333,0.662416667,1.624416667,2.413541667,3.33275,4.177541667,4.951041667,5.72675,6.334
2016,2,6,-2.391,-2.288458333,-1.745833333,-1.133625,-0.552333333,0.038208333,0.628333333,1.572208333,2.371833333,3.28525,4.118666667,4.8795,5.64925,6.259083333
2016,2,7,-0.838041667,-0.951333333,-1.116083333,-0.951541667,-0.547208333,-0.012708333,0.563,1.507166667,2.291916667,3.184625,4.003166667,4.769791667,5.579916667,6.174833333
2016,2,8,-2.600083333,-2.038125,-1.37375,-0.964625,-0.555958333,-0.046,0.506958333,1.501666667,2.291375,3.196416667,4.014583333,4.767583333,5.572583333,6.171208333
2016,2,9,-4.142375,-3.321625,-2.073791667,-1.244958333,-0.65725,-0.09125,0.471666667,1.471208333,2.25775,3.160666667,3.974,4.720791667,5.513416667,6.108916667
2016,2,10,-4.458708333,-3.812958333,-2.605083333,-1.600625,-0.844125,-0.185291667,0.428125,1.450625,2.234541667,3.1325,3.943041667,4.690125,5.482333333,6.079083333
2016,2,11,-4.563333333,-3.958291667,-2.84825,-1.868291667,-1.064333333,-0.340958333,0.317791667,1.38725,2.186541667,3.083833333,3.892708333,4.641541667,5.426666667,6.022125
2016,2,12,-5.681833333,-4.715333333,-3.250458333,-2.134208333,-1.261833333,-0.485458333,0.210375,1.353458333,2.166541667,3.066541667,3.87175,4.611708333,5.409375,6.003083333
2016,2,13,-7.317666667,-6.240958333,-4.300291667,-2.736458333,-1.560791667,-0.651625,0.09975,1.279666667,2.129416667,3.057541667,3.871125,4.60825,5.356666667,5.9605
2016,2,14,-5.9485,-5.416916667,-4.220583333,-2.980083333,-1.805541667,-0.801291667,0.002375,1.166041667,2.028791667,2.9605,3.769625,4.500458333,5.285041667,5.881291667
2016,2,15,-3.36075,-3.566291667,-3.341833333,-2.654958333,-1.775333333,-0.837708333,-0.0305,1.113333333,1.998291667,2.947041667,3.7735,4.518958333,5.266875,5.872875
2016,2,16,-2.333958333,-2.268541667,-2.286708333,-2.082666667,-1.599666667,-0.912125,-0.174875,0.978666667,1.873458333,2.830541667,3.651375,4.39175,5.197375,5.786958333
2016,2,17,-3.052208333,-2.895875,-2.446791667,-1.976,-1.476291667,-0.884041667,-0.207,0.911708333,1.8165,2.795833333,3.63675,4.38275,5.151458333,5.752416667
2016,2,18,-1.397583333,-1.7155,-1.878958333,-1.700791667,-1.328583333,-0.807875,-0.176041667,0.866375,1.759291667,2.735791667,3.578708333,4.328208333,5.102583333,5.706041667
2016,2,19,-0.27525,-0.740041667,-1.206,-1.337333333,-1.134666667,-0.720458333,-0.145333333,0.840666667,1.714916667,2.685125,3.533875,4.283333333,5.067875,5.67575
2016,2,20,0.077625,-0.342791667,-0.853958333,-1.051208333,-0.972,-0.66425,-0.157708333,0.793208333,1.640666667,2.597625,3.439166667,4.197166667,5.008125,5.608708333
2016,2,21,-0.061166667,-0.328375,-0.746416667,-0.93525,-0.89425,-0.639875,-0.175958333,0.77125,1.604166667,2.556666667,3.402083333,4.158416667,4.964875,5.569833333
2016,2,22,-0.448541667,-0.42825,-0.657125,-0.800125,-0.764791667,-0.534333333,-0.104208333,0.782583333,1.5975,2.543833333,3.388791667,4.146166667,4.918875,5.534083333
2016,2,23,-0.142041667,-0.318583333,-0.577083333,-0.699125,-0.663916667,-0.453708333,-0.050708333,0.771208333,1.552541667,2.465375,3.292458333,4.047416667,4.856791667,5.469583333
2016,2,24,-0.280916667,-0.368875,-0.555875,-0.654541667,-0.611041667,-0.402291667,-0.012083333,0.793416667,1.558416667,2.463041667,3.288625,4.051625,4.828875,5.446625
2016,2,25,-0.1685,-0.310333333,-0.531083333,-0.622166667,-0.578625,-0.371041667,0.0015,0.786416667,1.52675,2.408375,3.214083333,3.967708333,4.774416667,5.386666667
2016,2,26,-0.77925,-0.614083333,-0.551375,-0.56575,-0.486625,-0.256083333,0.115458333,0.848958333,1.574916667,2.445416667,3.247916667,3.999791667,4.755458333,5.385
2016,2,27,0.170791667,-0.230125,-0.460666667,-0.488416667,-0.397125,-0.153541667,0.21025,0.882125,1.580708333,2.427416667,3.223,3.963625,4.714541667,5.341791667
2016,2,28,-0.012458333,-0.2005,-0.448916667,-0.512375,-0.425541667,-0.183916667,0.157625,0.849291667,1.518875,2.342083333,3.111875,3.845416667,4.649791667,5.265041667
2016,2,29,-0.818791667,-0.387833333,-0.485333333,-0.543,-0.44275,-0.193166667,0.142166667,0.884,1.522291667,2.317708333,3.073083333,3.805083333,4.626083333,5.23475
2016,3,1,-2.19375,-1.606083333,-0.828416667,-0.574958333,-0.386166667,-0.104125,0.233958333,0.935208333,1.55875,2.326666667,3.058833333,3.773041667,4.602833333,5.225166667
2016,3,2,-1.715833333,-1.462666667,-1.019875,-0.659833333,-0.390708333,-0.086375,0.245875,0.887666667,1.481458333,2.220958333,2.928791667,3.622875,4.5215,5.123875
2016,3,3,-1.6315,-1.432541667,-1.092083333,-0.743291667,-0.429625,-0.095458333,0.260416667,0.920666667,1.496541667,2.208708333,2.898416667,3.5855,4.509791667,5.104333333
2016,3,4,-1.844166667,-1.720708333,-1.256458333,-0.824083333,-0.469166667,-0.108208333,0.266291667,0.920708333,1.504833333,2.226291667,2.921833333,3.608666667,4.44925,5.049041667
2016,3,5,-1.066,-1.119833333,-1.026875,-0.781625,-0.467708333,-0.106791667,0.276291667,0.929083333,1.506625,2.206541667,2.878375,3.544416667,4.451375,5.041833333
2016,3,6,0.075708333,-0.408,-0.688083333,-0.618916667,-0.3725,-0.030833333,0.349333333,0.944333333,1.518833333,2.212541667,2.888541667,3.556291667,4.425791667,5.021375
2016,3,7,1.645958333,-0.011583333,-0.449625,-0.401458333,-0.264125,-0.012833333,0.326958333,0.910625,1.488833333,2.181333333,2.848708333,3.512916667,4.375375,4.965916667
2016,3,8,1.477333333,0.728583333,-0.052833333,-0.085666667,-0.010166667,0.009583333,0.11275,0.547583333,1.045791667,1.748416667,2.41775,3.301875,4.307791667,4.892416667
2016,3,9,0.018041667,0.017625,-0.044208333,-0.192708333,-0.099875,0.002166667,0.195125,0.702791667,1.216791667,1.881333333,2.518916667,3.237,4.224875,4.865458333
2016,3,10,1.03875,0.37175,-0.033458333,-0.163333333,-0.079708333,0.086958333,0.344208333,0.872458333,1.4045,2.071708333,2.727708333,3.370416667,4.256333333,4.855416667
2016,3,11,3.152208333,1.569958333,0.021,-0.122791667,-0.036375,0.167125,0.437708333,0.924791667,1.443416667,2.091791667,2.74,3.384708333,4.245541667,4.833416667
2016,3,12,3.733083333,2.130333333,0.104166667,-0.122541667,-0.0385,0.18425,0.462208333,0.932541667,1.45225,2.096625,2.741625,3.369,4.210416667,4.793583333
2016,3,13,4.953291667,3.350875,0.806875,-0.066958333,-0.036833333,0.19425,0.457125,0.91625,1.419416667,2.050791667,2.676416667,3.290333333,4.163375,4.72675
2016,3,14,7.23975,5.145833333,2.346458333,0.410666667,0.093125,0.343458333,0.5625,0.969125,1.46275,2.084958333,2.703666667,3.31125,4.164333333,4.729708333
2016,3,15,7.865083333,6.464083333,4.103458333,2.286625,1.16725,0.897541667,0.853583333,1.050625,1.4715,2.063458333,2.672208333,3.291458333,4.132625,4.688833333
2016,3,16,4.342291667,4.2655,3.728125,2.997083333,2.318583333,1.789416667,1.452,1.3135,1.573083333,2.109666667,2.69475,3.303833333,4.128625,4.684458333
2016,3,17,2.560041667,2.927416667,3.033708333,2.797333333,2.460291667,2.121416667,1.840291667,1.618875,1.713541667,2.131125,2.666583333,3.26125,4.101875,4.650458333
2016,3,18,2.176833333,2.238041667,2.321833333,2.333416667,2.26175,2.13475,1.986458333,1.833958333,1.877583333,2.208041667,2.691041667,3.252333333,4.066583333,4.613083333
2016,3,19,2.886541667,2.717291667,2.428,2.270291667,2.180208333,2.107625,2.038083333,1.989333333,2.037666667,2.31075,2.745333333,3.28825,4.081625,4.613833333
2016,3,20,2.471458333,2.384458333,2.298958333,2.24925,2.190833333,2.135375,2.087458333,2.082416667,2.156916667,2.4195,2.830833333,3.332458333,4.075625,4.606208333
2016,3,21,3.247666667,2.83625,2.449458333,2.283541667,2.201208333,2.154333333,2.125666667,2.126875,2.2075,2.450208333,2.829375,3.310666667,4.061458333,4.57925
2016,3,22,4.256166667,3.738416667,3.029458333,2.6225,2.394708333,2.265333333,2.200541667,2.187375,2.271708333,2.5035,2.859333333,3.314416667,4.058208333,4.558083333
2016,3,23,3.620083333,3.503333333,3.173625,2.870166667,2.633833333,2.457166667,2.340916667,2.291875,2.352416667,2.571333333,2.898,3.332416667,4.074,4.56225
2016,3,24,3.500041667,3.189041667,2.890375,2.754333333,2.653875,2.561916667,2.479625,2.426,2.475666667,2.680916667,3.007708333,3.422083333,4.083625,4.573458333
2016,3,25,3.1025,3.235791667,3.165083333,2.948791667,2.750791667,2.608791667,2.514,2.457208333,2.4815,2.654541667,2.95025,3.342666667,4.055208333,4.515541667
2016,3,26,2.872875,2.808708333,2.719916667,2.721833333,2.712208333,2.666375,2.612125,2.583333333,2.601333333,2.763333333,3.045375,3.426208333,4.102208333,4.558333333
2016,3,27,3.548333333,3.096958333,2.75175,2.669833333,2.652083333,2.644875,2.635208333,2.630666667,2.668916667,2.826791667,3.1005,3.466916667,4.091833333,4.544458333
2016,3,28,6.331625,5.255291667,3.919541667,3.230041667,2.902875,2.754375,2.694041667,2.655083333,2.701208333,2.850833333,3.107875,3.45075,4.098041667,4.527916667
2016,3,29,7.276875,6.187875,4.869166667,4.017583333,3.470333333,3.11725,2.909166667,2.709333333,2.723666667,2.872833333,3.125583333,3.466458333,4.080708333,4.499
2016,3,30,8.014125,7.217333333,5.848041667,4.808666667,4.077333333,3.569083333,3.226083333,2.87875,2.806625,2.907416667,3.131541667,3.453958333,4.107375,4.504875
2016,3,31,6.025916667,5.956583333,5.537208333,4.997041667,4.459375,3.978208333,3.579208333,3.116375,2.95025,3.00525,3.216541667,3.5335,4.128,4.521375
2016,4,1,4.003625,4.420958333,4.703625,4.637791667,4.398333333,4.093,3.778875,3.355041667,3.121625,3.10725,3.277291667,3.580208333,4.146541667,4.533666667
2016,4,2,2.516416667,3.149625,3.771625,4.017958333,4.042958333,3.944083333,3.774375,3.492041667,3.256958333,3.188666667,3.313458333,3.584291667,4.164708333,4.536916667
2016,4,3,3.825791667,3.588208333,3.464458333,3.565083333,3.67425,3.722291667,3.695,3.547958333,3.374791667,3.303291667,3.401208333,3.642416667,4.1875,4.549125
2016,4,4,4.047833333,3.885375,3.676666667,3.601333333,3.579916667,3.576041667,3.561708333,3.526333333,3.422083333,3.376708333,3.462416667,3.689166667,4.206916667,4.553666667
2016,4,5,3.746625,3.687833333,3.693333333,3.668291667,3.62225,3.579833333,3.541625,3.475583333,3.415625,3.402458333,3.496041667,3.702208333,4.205125,4.535875
2016,4,6,3.50925,3.660291667,3.708041667,3.663958333,3.611458333,3.56325,3.521916667,3.483375,3.435125,3.434458333,3.512541667,3.7015,4.230666667,4.542125
2016,4,7,2.903958333,3.153791667,3.394833333,3.504875,3.538708333,3.536541667,3.510583333,3.489833333,3.455458333,3.471583333,3.554375,3.735291667,4.247,4.549833333
2016,4,8,2.208041667,2.542375,2.94475,3.20875,3.35825,3.435708333,3.465416667,3.5275,3.512291667,3.53575,3.623708333,3.81075,4.313541667,4.599166667
2016,4,9,1.487,1.776458333,2.370416667,2.818,3.098166667,3.274541667,3.376041667,3.49575,3.517083333,3.564833333,3.676333333,3.869041667,4.327625,4.617833333
2016,4,10,2.94825,2.755125,2.621625,2.723625,2.906833333,3.092916667,3.246166667,3.432791667,3.506166667,3.576708333,3.685583333,3.8745,4.345791667,4.620791667
