agency_cd,site_no,Month,Day,Year,Time,Discharge,Qualification Code
USGS,5054000,3,8,2004,0:00,320,A:e
USGS,5054000,3,9,2004,0:00,330,A:e
USGS,5054000,3,10,2004,0:00,340,A:e
USGS,5054000,3,11,2004,0:00,360,A:e
USGS,5054000,3,12,2004,0:00,400,A:e
USGS,5054000,3,13,2004,0:00,440,A:e
USGS,5054000,3,14,2004,0:00,490,A:e
USGS,5054000,3,15,2004,0:00,560,A:e
USGS,5054000,3,16,2004,0:00,640,A:e
USGS,5054000,3,17,2004,0:00,690,A:e
USGS,5054000,3,18,2004,0:00,730,A:e
USGS,5054000,3,19,2004,0:00,840,A:e
USGS,5054000,3,20,2004,0:00,950,A:e
USGS,5054000,3,21,2004,0:00,990,A:e
USGS,5054000,3,22,2004,0:00,1060,A:e
USGS,5054000,3,23,2004,0:00,1200,A:e
USGS,5054000,3,24,2004,0:00,1280,A:e
USGS,5054000,3,25,2004,0:00,1310,A:e
USGS,5054000,3,26,2004,0:00,1320,A:e
USGS,5054000,3,27,2004,0:00,1320,A:e
USGS,5054000,3,28,2004,0:00,1310,A:e
USGS,5054000,3,29,2004,0:00,1270,A:e
USGS,5054000,3,30,2004,0:00,1150,A:e
USGS,5054000,3,31,2004,0:00,1050,A
USGS,5054000,4,1,2004,0:00,930,A
USGS,5054000,4,2,2004,0:00,933,A
USGS,5054000,4,3,2004,0:00,872,A
USGS,5054000,4,4,2004,0:00,743,A
USGS,5054000,4,5,2004,0:00,612,A
USGS,5054000,4,6,2004,0:00,515,A
USGS,5054000,4,7,2004,0:00,469,A
USGS,5054000,4,8,2004,0:00,454,A
USGS,5054000,4,9,2004,0:00,467,A
USGS,5054000,4,10,2004,0:00,501,A
USGS,5054000,4,11,2004,0:00,493,A
USGS,5054000,4,12,2004,0:00,445,A
USGS,5054000,4,13,2004,0:00,423,A
USGS,5054000,4,14,2004,0:00,416,A
USGS,5054000,4,15,2004,0:00,414,A
USGS,5054000,4,16,2004,0:00,410,A
USGS,5054000,4,17,2004,0:00,406,A
USGS,5054000,4,18,2004,0:00,428,A
USGS,5054000,4,19,2004,0:00,475,A
USGS,5054000,4,20,2004,0:00,492,A
USGS,5054000,4,21,2004,0:00,496,A
USGS,5054000,4,22,2004,0:00,502,A
USGS,5054000,4,23,2004,0:00,515,A
USGS,5054000,4,24,2004,0:00,524,A
USGS,5054000,4,25,2004,0:00,527,A
USGS,5054000,4,26,2004,0:00,532,A
USGS,5054000,4,27,2004,0:00,532,A
USGS,5054000,4,28,2004,0:00,528,A
USGS,5054000,4,29,2004,0:00,514,A
USGS,5054000,4,30,2004,0:00,514,A
USGS,5054000,5,1,2004,0:00,515,A
USGS,5054000,5,2,2004,0:00,522,A
USGS,5054000,5,3,2004,0:00,505,A
USGS,5054000,5,4,2004,0:00,452,A
USGS,5054000,5,5,2004,0:00,433,A
USGS,5054000,5,6,2004,0:00,411,A
USGS,5054000,5,7,2004,0:00,422,A
USGS,5054000,5,8,2004,0:00,448,A
USGS,5054000,5,9,2004,0:00,499,A
USGS,5054000,5,10,2004,0:00,506,A
USGS,5054000,5,11,2004,0:00,597,A
USGS,5054000,5,12,2004,0:00,611,A
USGS,5054000,5,13,2004,0:00,750,A
USGS,5054000,5,14,2004,0:00,778,A
USGS,5054000,5,15,2004,0:00,664,A
USGS,5054000,5,16,2004,0:00,595,A
USGS,5054000,5,17,2004,0:00,600,A
USGS,5054000,5,18,2004,0:00,618,A
USGS,5054000,5,19,2004,0:00,691,A
USGS,5054000,5,20,2004,0:00,717,A
USGS,5054000,5,21,2004,0:00,646,A
USGS,5054000,5,22,2004,0:00,642,A
USGS,5054000,5,23,2004,0:00,655,A
USGS,5054000,5,24,2004,0:00,656,A
USGS,5054000,5,25,2004,0:00,657,A
USGS,5054000,5,26,2004,0:00,663,A
USGS,5054000,5,27,2004,0:00,671,A
USGS,5054000,5,28,2004,0:00,675,A
USGS,5054000,5,29,2004,0:00,745,A
USGS,5054000,5,30,2004,0:00,1260,A
USGS,5054000,5,31,2004,0:00,3100,A
USGS,5054000,6,1,2004,0:00,4410,A
USGS,5054000,6,2,2004,0:00,5100,A
USGS,5054000,6,3,2004,0:00,5380,A
USGS,5054000,6,4,2004,0:00,5380,A
USGS,5054000,6,5,2004,0:00,5030,A
USGS,5054000,6,6,2004,0:00,4160,A
USGS,5054000,6,7,2004,0:00,3190,A
USGS,5054000,6,8,2004,0:00,2550,A
USGS,5054000,6,9,2004,0:00,2180,A
USGS,5054000,6,10,2004,0:00,2010,A
USGS,5054000,6,11,2004,0:00,2010,A
USGS,5054000,6,12,2004,0:00,2060,A
USGS,5054000,6,13,2004,0:00,2070,A
USGS,5054000,6,14,2004,0:00,2100,A
USGS,5054000,6,15,2004,0:00,2090,A
USGS,5054000,6,16,2004,0:00,1950,A
USGS,5054000,6,17,2004,0:00,1820,A
USGS,5054000,6,18,2004,0:00,1690,A
USGS,5054000,6,19,2004,0:00,1590,A
USGS,5054000,6,20,2004,0:00,1510,A
USGS,5054000,6,21,2004,0:00,1440,A
USGS,5054000,6,22,2004,0:00,1380,A
USGS,5054000,6,23,2004,0:00,1330,A
USGS,5054000,6,24,2004,0:00,1240,A
USGS,5054000,6,25,2004,0:00,1090,A
USGS,5054000,6,26,2004,0:00,968,A
USGS,5054000,6,27,2004,0:00,871,A
USGS,5054000,6,28,2004,0:00,814,A
USGS,5054000,6,29,2004,0:00,785,A
USGS,5054000,6,30,2004,0:00,752,A
USGS,5054000,7,1,2004,0:00,734,A
USGS,5054000,7,2,2004,0:00,709,A
USGS,5054000,7,3,2004,0:00,714,A
USGS,5054000,7,4,2004,0:00,668,A
USGS,5054000,7,5,2004,0:00,632,A
USGS,5054000,7,6,2004,0:00,832,A
USGS,5054000,7,7,2004,0:00,744,A
USGS,5054000,7,8,2004,0:00,825,A
USGS,5054000,7,9,2004,0:00,1150,A
USGS,5054000,7,10,2004,0:00,1410,A
USGS,5054000,7,11,2004,0:00,1880,A
USGS,5054000,7,12,2004,0:00,2060,A
USGS,5054000,7,13,2004,0:00,2120,A
USGS,5054000,7,14,2004,0:00,1980,A
USGS,5054000,7,15,2004,0:00,1870,A
USGS,5054000,7,16,2004,0:00,1700,A
USGS,5054000,7,17,2004,0:00,1540,A
USGS,5054000,7,18,2004,0:00,1390,A
USGS,5054000,7,19,2004,0:00,1310,A
USGS,5054000,7,20,2004,0:00,1270,A
USGS,5054000,7,21,2004,0:00,1230,A
USGS,5054000,7,22,2004,0:00,1160,A
USGS,5054000,7,23,2004,0:00,1090,A
USGS,5054000,7,24,2004,0:00,1020,A
USGS,5054000,7,25,2004,0:00,950,A
USGS,5054000,7,26,2004,0:00,874,A
USGS,5054000,7,27,2004,0:00,808,A
USGS,5054000,7,28,2004,0:00,884,A
USGS,5054000,7,29,2004,0:00,676,A
USGS,5054000,7,30,2004,0:00,527,A
USGS,5054000,7,31,2004,0:00,472,A
USGS,5054000,8,1,2004,0:00,455,A
USGS,5054000,8,2,2004,0:00,578,A
USGS,5054000,8,3,2004,0:00,525,A
USGS,5054000,8,4,2004,0:00,467,A
USGS,5054000,8,5,2004,0:00,432,A
USGS,5054000,8,6,2004,0:00,513,A
USGS,5054000,8,7,2004,0:00,658,A
USGS,5054000,8,8,2004,0:00,617,A
USGS,5054000,8,9,2004,0:00,583,A
USGS,5054000,8,10,2004,0:00,546,A
USGS,5054000,8,11,2004,0:00,530,A
USGS,5054000,8,12,2004,0:00,525,A
USGS,5054000,8,13,2004,0:00,516,A
USGS,5054000,8,14,2004,0:00,508,A
USGS,5054000,8,15,2004,0:00,513,A
USGS,5054000,8,16,2004,0:00,529,A
USGS,5054000,8,17,2004,0:00,534,A
USGS,5054000,8,18,2004,0:00,530,A
USGS,5054000,8,19,2004,0:00,520,A
USGS,5054000,8,20,2004,0:00,479,A
USGS,5054000,8,21,2004,0:00,466,A
USGS,5054000,8,22,2004,0:00,444,A
USGS,5054000,8,23,2004,0:00,433,A
USGS,5054000,8,24,2004,0:00,414,A
USGS,5054000,8,25,2004,0:00,394,A
USGS,5054000,8,26,2004,0:00,433,A
USGS,5054000,8,27,2004,0:00,479,A
USGS,5054000,8,28,2004,0:00,367,A
USGS,5054000,8,29,2004,0:00,258,A
USGS,5054000,8,30,2004,0:00,214,A
USGS,5054000,8,31,2004,0:00,222,A
USGS,5054000,9,1,2004,0:00,223,A
USGS,5054000,9,2,2004,0:00,216,A
USGS,5054000,9,3,2004,0:00,183,A
USGS,5054000,9,4,2004,0:00,302,A
USGS,5054000,9,5,2004,0:00,1330,A
USGS,5054000,9,6,2004,0:00,3500,A
USGS,5054000,9,7,2004,0:00,3000,A
USGS,5054000,9,8,2004,0:00,2190,A
USGS,5054000,9,9,2004,0:00,1850,A
USGS,5054000,9,10,2004,0:00,1540,A
USGS,5054000,9,11,2004,0:00,1330,A
USGS,5054000,9,12,2004,0:00,1150,A
USGS,5054000,9,13,2004,0:00,1010,A
USGS,5054000,9,14,2004,0:00,902,A
USGS,5054000,9,15,2004,0:00,918,A
USGS,5054000,9,16,2004,0:00,847,A
USGS,5054000,9,17,2004,0:00,765,A
USGS,5054000,9,18,2004,0:00,737,A
USGS,5054000,9,19,2004,0:00,885,A
USGS,5054000,9,20,2004,0:00,1040,A
USGS,5054000,9,21,2004,0:00,947,A
USGS,5054000,9,22,2004,0:00,986,A
USGS,5054000,9,23,2004,0:00,1570,A
USGS,5054000,9,24,2004,0:00,2090,A
USGS,5054000,9,25,2004,0:00,2470,A
USGS,5054000,9,26,2004,0:00,2810,A
USGS,5054000,9,27,2004,0:00,2960,A
USGS,5054000,9,28,2004,0:00,2960,A
USGS,5054000,9,29,2004,0:00,2760,A
USGS,5054000,9,30,2004,0:00,2300,A
USGS,5054000,10,1,2004,0:00,1990,A
USGS,5054000,10,2,2004,0:00,1790,A
USGS,5054000,10,3,2004,0:00,1670,A
USGS,5054000,10,4,2004,0:00,1680,A
USGS,5054000,10,5,2004,0:00,1800,A
USGS,5054000,10,6,2004,0:00,1830,A
USGS,5054000,10,7,2004,0:00,1780,A
USGS,5054000,10,8,2004,0:00,1720,A
USGS,5054000,10,9,2004,0:00,1680,A
USGS,5054000,10,10,2004,0:00,1670,A
USGS,5054000,10,11,2004,0:00,1690,A
USGS,5054000,10,12,2004,0:00,1690,A
USGS,5054000,10,13,2004,0:00,1680,A
USGS,5054000,10,14,2004,0:00,1660,A
USGS,5054000,10,15,2004,0:00,1680,A
USGS,5054000,10,16,2004,0:00,1690,A
USGS,5054000,10,17,2004,0:00,1660,A
USGS,5054000,10,18,2004,0:00,1600,A
USGS,5054000,10,19,2004,0:00,1550,A
USGS,5054000,10,20,2004,0:00,1510,A
USGS,5054000,10,21,2004,0:00,1440,A
USGS,5054000,10,22,2004,0:00,1430,A
USGS,5054000,10,23,2004,0:00,1490,A
USGS,5054000,10,24,2004,0:00,1470,A
USGS,5054000,10,25,2004,0:00,1700,A
USGS,5054000,10,26,2004,0:00,2180,A
USGS,5054000,10,27,2004,0:00,2560,A
USGS,5054000,10,28,2004,0:00,2550,A
USGS,5054000,10,29,2004,0:00,2230,A
USGS,5054000,10,30,2004,0:00,3170,A
USGS,5054000,10,31,2004,0:00,3770,A
USGS,5054000,11,1,2004,0:00,3680,A
USGS,5054000,11,2,2004,0:00,3400,A
USGS,5054000,11,3,2004,0:00,3130,A
USGS,5054000,11,4,2004,0:00,2840,A
USGS,5054000,11,5,2004,0:00,2480,A
USGS,5054000,11,6,2004,0:00,2210,A
USGS,5054000,11,7,2004,0:00,2110,A
USGS,5054000,11,8,2004,0:00,2030,A
USGS,5054000,11,9,2004,0:00,1990,A
USGS,5054000,11,10,2004,0:00,1960,A
USGS,5054000,11,11,2004,0:00,1890,A
USGS,5054000,11,12,2004,0:00,1790,A
USGS,5054000,11,13,2004,0:00,1720,A
USGS,5054000,11,14,2004,0:00,1690,A
USGS,5054000,11,15,2004,0:00,1670,A
USGS,5054000,11,16,2004,0:00,1650,A
USGS,5054000,11,17,2004,0:00,1650,A
USGS,5054000,11,18,2004,0:00,1610,A
USGS,5054000,11,19,2004,0:00,1570,A
USGS,5054000,11,20,2004,0:00,1580,A
USGS,5054000,11,21,2004,0:00,1600,A
USGS,5054000,11,22,2004,0:00,1600,A
USGS,5054000,11,23,2004,0:00,1590,A
USGS,5054000,11,24,2004,0:00,1570,A
USGS,5054000,11,25,2004,0:00,1560,A
USGS,5054000,11,26,2004,0:00,1540,A
USGS,5054000,11,27,2004,0:00,1530,A
USGS,5054000,11,28,2004,0:00,1530,A
USGS,5054000,11,29,2004,0:00,1520,A
USGS,5054000,11,30,2004,0:00,1400,A:e
USGS,5054000,12,1,2004,0:00,1340,A:e
USGS,5054000,12,2,2004,0:00,1280,A:e
USGS,5054000,12,3,2004,0:00,1240,A:e
USGS,5054000,12,4,2004,0:00,1220,A:e
USGS,5054000,12,5,2004,0:00,1210,A:e
USGS,5054000,12,6,2004,0:00,1200,A:e
USGS,5054000,12,7,2004,0:00,1200,A:e
USGS,5054000,12,8,2004,0:00,1200,A:e
USGS,5054000,12,9,2004,0:00,1200,A:e
USGS,5054000,12,10,2004,0:00,1210,A:e
USGS,5054000,12,11,2004,0:00,1220,A:e
USGS,5054000,12,12,2004,0:00,1220,A:e
USGS,5054000,12,13,2004,0:00,990,A:e
USGS,5054000,12,14,2004,0:00,650,A:e
USGS,5054000,12,15,2004,0:00,490,A:e
USGS,5054000,12,16,2004,0:00,455,A:e
USGS,5054000,12,17,2004,0:00,510,A:e
USGS,5054000,12,18,2004,0:00,630,A:e
USGS,5054000,12,19,2004,0:00,770,A:e
USGS,5054000,12,20,2004,0:00,670,A:e
USGS,5054000,12,21,2004,0:00,600,A:e
USGS,5054000,12,22,2004,0:00,550,A:e
USGS,5054000,12,23,2004,0:00,545,A:e
USGS,5054000,12,24,2004,0:00,580,A:e
USGS,5054000,12,25,2004,0:00,640,A:e
USGS,5054000,12,26,2004,0:00,700,A:e
USGS,5054000,12,27,2004,0:00,780,A:e
USGS,5054000,12,28,2004,0:00,820,A:e
USGS,5054000,12,29,2004,0:00,835,A:e
USGS,5054000,12,30,2004,0:00,860,A:e
USGS,5054000,12,31,2004,0:00,850,A:e
USGS,5054000,1,1,2005,0:00,850,A:e
USGS,5054000,1,2,2005,0:00,845,A:e
USGS,5054000,1,3,2005,0:00,835,A:e
USGS,5054000,1,4,2005,0:00,820,A:e
USGS,5054000,1,5,2005,0:00,800,A:e
USGS,5054000,1,6,2005,0:00,785,A:e
USGS,5054000,1,7,2005,0:00,770,A:e
USGS,5054000,1,8,2005,0:00,760,A:e
USGS,5054000,1,9,2005,0:00,750,A:e
USGS,5054000,1,10,2005,0:00,740,A:e
USGS,5054000,1,11,2005,0:00,740,A:e
USGS,5054000,1,12,2005,0:00,740,A:e
USGS,5054000,1,13,2005,0:00,730,A:e
USGS,5054000,1,14,2005,0:00,720,A:e
USGS,5054000,1,15,2005,0:00,720,A:e
USGS,5054000,1,16,2005,0:00,710,A:e
USGS,5054000,1,17,2005,0:00,710,A:e
USGS,5054000,1,18,2005,0:00,720,A:e
USGS,5054000,1,19,2005,0:00,720,A:e
USGS,5054000,1,20,2005,0:00,720,A:e
USGS,5054000,1,21,2005,0:00,710,A:e
USGS,5054000,1,22,2005,0:00,680,A:e
USGS,5054000,1,23,2005,0:00,670,A:e
USGS,5054000,1,24,2005,0:00,670,A:e
USGS,5054000,1,25,2005,0:00,675,A:e
USGS,5054000,1,26,2005,0:00,680,A:e
USGS,5054000,1,27,2005,0:00,680,A:e
USGS,5054000,1,28,2005,0:00,685,A:e
USGS,5054000,1,29,2005,0:00,700,A:e
USGS,5054000,1,30,2005,0:00,715,A:e
USGS,5054000,1,31,2005,0:00,730,A:e
USGS,5054000,2,1,2005,0:00,740,A:e
USGS,5054000,2,2,2005,0:00,760,A:e
USGS,5054000,2,3,2005,0:00,770,A:e
USGS,5054000,2,4,2005,0:00,770,A:e
USGS,5054000,2,5,2005,0:00,765,A:e
USGS,5054000,2,6,2005,0:00,750,A:e
USGS,5054000,2,7,2005,0:00,710,A:e
USGS,5054000,2,8,2005,0:00,670,A:e
USGS,5054000,2,9,2005,0:00,670,A:e
USGS,5054000,2,10,2005,0:00,680,A:e
USGS,5054000,2,11,2005,0:00,705,A:e
USGS,5054000,2,12,2005,0:00,720,A:e
USGS,5054000,2,13,2005,0:00,730,A:e
USGS,5054000,2,14,2005,0:00,735,A:e
USGS,5054000,2,15,2005,0:00,735,A:e
USGS,5054000,2,16,2005,0:00,720,A:e
USGS,5054000,2,17,2005,0:00,720,A:e
USGS,5054000,2,18,2005,0:00,710,A:e
USGS,5054000,2,19,2005,0:00,705,A:e
USGS,5054000,2,20,2005,0:00,705,A:e
USGS,5054000,2,21,2005,0:00,705,A:e
USGS,5054000,2,22,2005,0:00,710,A:e
USGS,5054000,2,23,2005,0:00,710,A:e
USGS,5054000,2,24,2005,0:00,715,A:e
USGS,5054000,2,25,2005,0:00,710,A:e
USGS,5054000,2,26,2005,0:00,710,A:e
USGS,5054000,2,27,2005,0:00,710,A:e
USGS,5054000,2,28,2005,0:00,710,A:e
USGS,5054000,3,1,2005,0:00,705,A:e
USGS,5054000,3,2,2005,0:00,705,A:e
USGS,5054000,3,3,2005,0:00,715,A:e
USGS,5054000,3,4,2005,0:00,745,A:e
USGS,5054000,3,5,2005,0:00,840,A:e
USGS,5054000,3,6,2005,0:00,1000,A:e
USGS,5054000,3,7,2005,0:00,1090,A:e
USGS,5054000,3,8,2005,0:00,1140,A:e
USGS,5054000,3,9,2005,0:00,1180,A:e
USGS,5054000,3,10,2005,0:00,1230,A:e
USGS,5054000,3,11,2005,0:00,1290,A:e
USGS,5054000,3,12,2005,0:00,1300,A:e
USGS,5054000,3,13,2005,0:00,1290,A:e
USGS,5054000,3,14,2005,0:00,1250,A:e
USGS,5054000,3,15,2005,0:00,1240,A:e
USGS,5054000,3,16,2005,0:00,1250,A:e
USGS,5054000,3,17,2005,0:00,1250,A:e
USGS,5054000,3,18,2005,0:00,1250,A:e
USGS,5054000,3,19,2005,0:00,1270,A:e
USGS,5054000,3,20,2005,0:00,1290,A:e
USGS,5054000,3,21,2005,0:00,1320,A:e
USGS,5054000,3,22,2005,0:00,1400,A:e
USGS,5054000,3,23,2005,0:00,1540,A:e
USGS,5054000,3,24,2005,0:00,1700,A:e
USGS,5054000,3,25,2005,0:00,1860,A:e
USGS,5054000,3,26,2005,0:00,2120,A:e
USGS,5054000,3,27,2005,0:00,2600,A:e
USGS,5054000,3,28,2005,0:00,2960,A:e
USGS,5054000,3,29,2005,0:00,3300,A:e
USGS,5054000,3,30,2005,0:00,3600,A:e
USGS,5054000,3,31,2005,0:00,3810,A:e
USGS,5054000,4,1,2005,0:00,3990,A:e
USGS,5054000,4,2,2005,0:00,3720,A:e
USGS,5054000,4,3,2005,0:00,2620,A
USGS,5054000,4,4,2005,0:00,1960,A
USGS,5054000,4,5,2005,0:00,1650,A
USGS,5054000,4,6,2005,0:00,1470,A
USGS,5054000,4,7,2005,0:00,1290,A
USGS,5054000,4,8,2005,0:00,1160,A
USGS,5054000,4,9,2005,0:00,1090,A
USGS,5054000,4,10,2005,0:00,1060,A
USGS,5054000,4,11,2005,0:00,1110,A
USGS,5054000,4,12,2005,0:00,1140,A
USGS,5054000,4,13,2005,0:00,1220,A
USGS,5054000,4,14,2005,0:00,1650,A
USGS,5054000,4,15,2005,0:00,2330,A
USGS,5054000,4,16,2005,0:00,2560,A
USGS,5054000,4,17,2005,0:00,2270,A
USGS,5054000,4,18,2005,0:00,1890,A
USGS,5054000,4,19,2005,0:00,1670,A
USGS,5054000,4,20,2005,0:00,1520,A
USGS,5054000,4,21,2005,0:00,1430,A
USGS,5054000,4,22,2005,0:00,1410,A
USGS,5054000,4,23,2005,0:00,1420,A
USGS,5054000,4,24,2005,0:00,1400,A
USGS,5054000,4,25,2005,0:00,1370,A
USGS,5054000,4,26,2005,0:00,1380,A
USGS,5054000,4,27,2005,0:00,1380,A
USGS,5054000,4,28,2005,0:00,1360,A
USGS,5054000,4,29,2005,0:00,1400,A
USGS,5054000,4,30,2005,0:00,1430,A
USGS,5054000,5,1,2005,0:00,1440,A
USGS,5054000,5,2,2005,0:00,1430,A
USGS,5054000,5,3,2005,0:00,1400,A
USGS,5054000,5,4,2005,0:00,1360,A
USGS,5054000,5,5,2005,0:00,1300,A
USGS,5054000,5,6,2005,0:00,1250,A
USGS,5054000,5,7,2005,0:00,1230,A
USGS,5054000,5,8,2005,0:00,1240,A
USGS,5054000,5,9,2005,0:00,1250,A
USGS,5054000,5,10,2005,0:00,1240,A
USGS,5054000,5,11,2005,0:00,1320,A
USGS,5054000,5,12,2005,0:00,1530,A
USGS,5054000,5,13,2005,0:00,1540,A
USGS,5054000,5,14,2005,0:00,1490,A
USGS,5054000,5,15,2005,0:00,1430,A
USGS,5054000,5,16,2005,0:00,1440,A
USGS,5054000,5,17,2005,0:00,1460,A
USGS,5054000,5,18,2005,0:00,1460,A
USGS,5054000,5,19,2005,0:00,1430,A
USGS,5054000,5,20,2005,0:00,1430,A
USGS,5054000,5,21,2005,0:00,1470,A
USGS,5054000,5,22,2005,0:00,1460,A
USGS,5054000,5,23,2005,0:00,1430,A
USGS,5054000,5,24,2005,0:00,1370,A
USGS,5054000,5,25,2005,0:00,1330,A
USGS,5054000,5,26,2005,0:00,1260,A
USGS,5054000,5,27,2005,0:00,1250,A
USGS,5054000,5,28,2005,0:00,1370,A
USGS,5054000,5,29,2005,0:00,1550,A
USGS,5054000,5,30,2005,0:00,1610,A
USGS,5054000,5,31,2005,0:00,1560,A
USGS,5054000,6,1,2005,0:00,1490,A
USGS,5054000,6,2,2005,0:00,1430,A
USGS,5054000,6,3,2005,0:00,1440,A
USGS,5054000,6,4,2005,0:00,1700,A
USGS,5054000,6,5,2005,0:00,2460,A
USGS,5054000,6,6,2005,0:00,2670,A
USGS,5054000,6,7,2005,0:00,2830,A
USGS,5054000,6,8,2005,0:00,3330,A
USGS,5054000,6,9,2005,0:00,4100,A
USGS,5054000,6,10,2005,0:00,5220,A
USGS,5054000,6,11,2005,0:00,6180,A
USGS,5054000,6,12,2005,0:00,7300,A
USGS,5054000,6,13,2005,0:00,7800,A
USGS,5054000,6,14,2005,0:00,8360,A
USGS,5054000,6,15,2005,0:00,8980,A
USGS,5054000,6,16,2005,0:00,9390,A
USGS,5054000,6,17,2005,0:00,9670,A
USGS,5054000,6,18,2005,0:00,9730,A
USGS,5054000,6,19,2005,0:00,9250,A
USGS,5054000,6,20,2005,0:00,8460,A
USGS,5054000,6,21,2005,0:00,7400,A
USGS,5054000,6,22,2005,0:00,6670,A
USGS,5054000,6,23,2005,0:00,6180,A
USGS,5054000,6,24,2005,0:00,5910,A
USGS,5054000,6,25,2005,0:00,5650,A
USGS,5054000,6,26,2005,0:00,5060,A
USGS,5054000,6,27,2005,0:00,4590,A
USGS,5054000,6,28,2005,0:00,4380,A
USGS,5054000,6,29,2005,0:00,4440,A
USGS,5054000,6,30,2005,0:00,4600,A
USGS,5054000,7,1,2005,0:00,5280,A
USGS,5054000,7,2,2005,0:00,6360,A
USGS,5054000,7,3,2005,0:00,7170,A
USGS,5054000,7,4,2005,0:00,7670,A
USGS,5054000,7,5,2005,0:00,7930,A
USGS,5054000,7,6,2005,0:00,7940,A
USGS,5054000,7,7,2005,0:00,7590,A
USGS,5054000,7,8,2005,0:00,6940,A
USGS,5054000,7,9,2005,0:00,6300,A
USGS,5054000,7,10,2005,0:00,5830,A
USGS,5054000,7,11,2005,0:00,5500,A
USGS,5054000,7,12,2005,0:00,5310,A
USGS,5054000,7,13,2005,0:00,5190,A
USGS,5054000,7,14,2005,0:00,5050,A
USGS,5054000,7,15,2005,0:00,4870,A
USGS,5054000,7,16,2005,0:00,4670,A
USGS,5054000,7,17,2005,0:00,4340,A
USGS,5054000,7,18,2005,0:00,3930,A
USGS,5054000,7,19,2005,0:00,3570,A
USGS,5054000,7,20,2005,0:00,3340,A
USGS,5054000,7,21,2005,0:00,3170,A
USGS,5054000,7,22,2005,0:00,3020,A
USGS,5054000,7,23,2005,0:00,2900,A
USGS,5054000,7,24,2005,0:00,2810,A
USGS,5054000,7,25,2005,0:00,2770,A
USGS,5054000,7,26,2005,0:00,2740,A
USGS,5054000,7,27,2005,0:00,2790,A
USGS,5054000,7,28,2005,0:00,2940,A
USGS,5054000,7,29,2005,0:00,3090,A
USGS,5054000,7,30,2005,0:00,3060,A
USGS,5054000,7,31,2005,0:00,2870,A
USGS,5054000,8,1,2005,0:00,2650,A
USGS,5054000,8,2,2005,0:00,2470,A
USGS,5054000,8,3,2005,0:00,2370,A
USGS,5054000,8,4,2005,0:00,2380,A
USGS,5054000,8,5,2005,0:00,2910,A
USGS,5054000,8,6,2005,0:00,3440,A
USGS,5054000,8,7,2005,0:00,3510,A
USGS,5054000,8,8,2005,0:00,3220,A
USGS,5054000,8,9,2005,0:00,2900,A
USGS,5054000,8,10,2005,0:00,2690,A
USGS,5054000,8,11,2005,0:00,2690,A
USGS,5054000,8,12,2005,0:00,2680,A
USGS,5054000,8,13,2005,0:00,2380,A
USGS,5054000,8,14,2005,0:00,2020,A
USGS,5054000,8,15,2005,0:00,1710,A
USGS,5054000,8,16,2005,0:00,1500,A
USGS,5054000,8,17,2005,0:00,1490,A
USGS,5054000,8,18,2005,0:00,1730,A
USGS,5054000,8,19,2005,0:00,1490,A
USGS,5054000,8,20,2005,0:00,1800,A
USGS,5054000,8,21,2005,0:00,2740,A
USGS,5054000,8,22,2005,0:00,3190,A
USGS,5054000,8,23,2005,0:00,3050,A
USGS,5054000,8,24,2005,0:00,2450,A
USGS,5054000,8,25,2005,0:00,2320,A
USGS,5054000,8,26,2005,0:00,3290,A
USGS,5054000,8,27,2005,0:00,3880,A
USGS,5054000,8,28,2005,0:00,3800,A
USGS,5054000,8,29,2005,0:00,3080,A
USGS,5054000,8,30,2005,0:00,2370,A
USGS,5054000,8,31,2005,0:00,1890,A
USGS,5054000,9,1,2005,0:00,1670,A
USGS,5054000,9,2,2005,0:00,1550,A
USGS,5054000,9,3,2005,0:00,1520,A
USGS,5054000,9,4,2005,0:00,1610,A
USGS,5054000,9,5,2005,0:00,1980,A
USGS,5054000,9,6,2005,0:00,2110,A
USGS,5054000,9,7,2005,0:00,1820,A
USGS,5054000,9,8,2005,0:00,1700,A
USGS,5054000,9,9,2005,0:00,1610,A
USGS,5054000,9,10,2005,0:00,1570,A
USGS,5054000,9,11,2005,0:00,1570,A
USGS,5054000,9,12,2005,0:00,1540,A
USGS,5054000,9,13,2005,0:00,1480,A
USGS,5054000,9,14,2005,0:00,1330,A
USGS,5054000,9,15,2005,0:00,1130,A
USGS,5054000,9,16,2005,0:00,1240,A
USGS,5054000,9,17,2005,0:00,1440,A
USGS,5054000,9,18,2005,0:00,1480,A
USGS,5054000,9,19,2005,0:00,1470,A
USGS,5054000,9,20,2005,0:00,1470,A
USGS,5054000,9,21,2005,0:00,1470,A
USGS,5054000,9,22,2005,0:00,1370,A
USGS,5054000,9,23,2005,0:00,1260,A
USGS,5054000,9,24,2005,0:00,1170,A
USGS,5054000,9,25,2005,0:00,1130,A
USGS,5054000,9,26,2005,0:00,1090,A
USGS,5054000,9,27,2005,0:00,1060,A
USGS,5054000,9,28,2005,0:00,945,A
USGS,5054000,9,29,2005,0:00,774,A
USGS,5054000,9,30,2005,0:00,678,A
USGS,5054000,10,1,2005,0:00,626,A
USGS,5054000,10,2,2005,0:00,585,A
USGS,5054000,10,3,2005,0:00,698,A
USGS,5054000,10,4,2005,0:00,863,A
USGS,5054000,10,5,2005,0:00,1240,A
USGS,5054000,10,6,2005,0:00,1360,A
USGS,5054000,10,7,2005,0:00,1960,A
