"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2015","2015",521,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2016","2016",595,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2017","2017",636,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2018","2018",648,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2019","2019",665,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2020","2020",671,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2021","2021",644,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2022","2022",651,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",17.9,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",18.2,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",19.7,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",20.6,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",20.8,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",21.4,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",22.5,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",25.9,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",26.3,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",24.6,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",25.9,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",25.2,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",25.6,,
"SING_SDM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",27,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2009","2009",542,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2010","2010",571,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2011","2011",598,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2012","2012",586,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2013","2013",551,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2014","2014",555,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2015","2015",566,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2016","2016",580,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2017","2017",558,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2018","2018",594,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2019","2019",574,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2020","2020",506,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2021","2021",518,,
"SING_UNF_45","meno di 45 anni","THV","valori in migliaia","2022","2022",520,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",29.5,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",29.1,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",29.4,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",30.2,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",30,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",29.7,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",29.3,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",31.5,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",32.1,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",30.6,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",31,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",31.3,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",30,,
"SING_M_SP","separato, divorziato","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",30,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2009","2009",53,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2010","2010",46,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2011","2011",48,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2012","2012",46,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2013","2013",42,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2014","2014",53,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2015","2015",59,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2016","2016",45,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2017","2017",32,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2018","2018",33,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2019","2019",52,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2020","2020",62,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2021","2021",68,,
"SING_WIM_45_64","45-64 anni","THV","valori in migliaia","2022","2022",80,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",58.2,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",57.8,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",55.4,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",53.8,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",54.3,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",54.3,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",53.8,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",50.1,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",47.3,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",48.5,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",49.6,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",50,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",48.8,,
"SING_WIM_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",49.2,,
"SING_F_WI","vedova","THV","valori in migliaia","2009","2009",2365,,
"SING_F_WI","vedova","THV","valori in migliaia","2010","2010",2383,,
"SING_F_WI","vedova","THV","valori in migliaia","2011","2011",2379,,
"SING_F_WI","vedova","THV","valori in migliaia","2012","2012",2492,,
"SING_F_WI","vedova","THV","valori in migliaia","2013","2013",2564,,
"SING_F_WI","vedova","THV","valori in migliaia","2014","2014",2492,,
"SING_F_WI","vedova","THV","valori in migliaia","2015","2015",2524,,
"SING_F_WI","vedova","THV","valori in migliaia","2016","2016",2539,,
"SING_F_WI","vedova","THV","valori in migliaia","2017","2017",2484,,
"SING_F_WI","vedova","THV","valori in migliaia","2018","2018",2518,,
"SING_F_WI","vedova","THV","valori in migliaia","2019","2019",2547,,
"SING_F_WI","vedova","THV","valori in migliaia","2020","2020",2573,,
"SING_F_WI","vedova","THV","valori in migliaia","2021","2021",2574,,
"SING_F_WI","vedova","THV","valori in migliaia","2022","2022",2446,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",28.9,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",28.4,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",28.5,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",28.1,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",27.4,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",28.5,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",28.6,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",28.4,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",28.9,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",29.2,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",29.1,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",29.3,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",30,,
"SING_F_UNM","nubile","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",30,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2009","2009",1627,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2010","2010",1667,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2011","2011",1813,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2012","2012",1976,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2013","2013",1979,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2014","2014",2050,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2015","2015",2192,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2016","2016",2300,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2017","2017",2430,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2018","2018",2553,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2019","2019",2623,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2020","2020",2683,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2021","2021",2660,,
"SING_45_64_MF","45-64 anni","THV","valori in migliaia","2022","2022",2595,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",37.5,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",37.2,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",36.4,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",36.1,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",38.1,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",40,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",39.1,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",39.1,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",41.3,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",41,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",40.8,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",45.2,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",48.7,,
"SING_UNF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",45.7,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2009","2009",137,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2010","2010",143,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2011","2011",165,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2012","2012",145,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2013","2013",133,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2014","2014",148,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2015","2015",142,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2016","2016",134,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2017","2017",118,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2018","2018",115,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2019","2019",100,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2020","2020",77,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2021","2021",84,,
"SING_SDF_45","meno di 45 anni","THV","valori in migliaia","2022","2022",75,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2009","2009",1330,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2010","2010",1378,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2011","2011",1523,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2012","2012",1576,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2013","2013",1561,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2014","2014",1653,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2015","2015",1695,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2016","2016",1845,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2017","2017",1957,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2018","2018",2037,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2019","2019",2060,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2020","2020",1945,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2021","2021",1915,,
"SING_MF_SP","separata/separato, divorziata/divorziato","THV","valori in migliaia","2022","2022",1945,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2009","2009",2582,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2010","2010",2580,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2011","2011",2572,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2012","2012",2673,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2013","2013",2773,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2014","2014",2769,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2015","2015",2791,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2016","2016",2846,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2017","2017",2845,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2018","2018",2903,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2019","2019",2946,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2020","2020",2969,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2021","2021",3059,,
"SING_GE65_F","65 anni e più","THV","valori in migliaia","2022","2022",2984,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",35,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",35.4,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",37,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",36.8,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",36.3,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",39,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",38.9,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",39.2,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",40.7,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",41.5,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",40.8,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",37.2,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",35.5,,
"SING_SDF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",38.9,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2009","2009",13,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2010","2010",7,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2011","2011",5,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2012","2012",9,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2013","2013",9,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2014","2014",12,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2015","2015",10,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2016","2016",5,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2017","2017",5,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2018","2018",8,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2019","2019",12,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2020","2020",7,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2021","2021",3,,
"SING_WIF_45","meno di 45 anni","THV","valori in migliaia","2022","2022",4,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",27.5,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",27.5,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",26.6,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",27.1,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",25.6,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",21,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",22,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",21.6,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",18,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",17.5,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",18.4,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",17.6,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",15.8,,
"SING_WIF_45_64","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",15.4,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",16.9,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",17.5,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",18.1,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",16.9,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",15.7,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",16,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",15.8,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",15.5,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",14.5,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",14.7,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",14,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",12.3,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",12.4,,
"SING_L45_F","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",12.8,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",19.7,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",19.9,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",21.5,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",19.5,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",19.2,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",20.7,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",19.8,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",18.7,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",17.3,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",16,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",14.5,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",13.1,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",13.9,,
"SING_SDF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",12.6,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",51.7,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",53.1,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",53.7,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",53,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",52.5,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",52.7,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",53.6,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",52.9,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",53.4,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",54.1,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",52.5,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",51.6,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",52.3,,
"SING_M_UNM","celibe","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",52.4,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2009","2009",180,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2010","2010",183,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2011","2011",201,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2012","2012",221,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2013","2013",225,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2014","2014",225,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2015","2015",220,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2016","2016",225,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2017","2017",257,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2018","2018",285,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2019","2019",270,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2020","2020",273,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2021","2021",299,,
"SING_UNM_GE65","65 anni e più","THV","valori in migliaia","2022","2022",270,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",57.7,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",57.7,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",56.1,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",56.9,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",58,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",55.6,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",55.5,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",54.7,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",53,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",51.7,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",52.1,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",53.7,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",53,,
"SING_F_WI","vedova","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",52.1,,
"SING_UNF_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",78.3,,
